source_file,invoice_number,invoice_date,supplier_name,supplier_kvk,supplier_vat,supplier_iban,customer_name,customer_city,debtor_number,article_number,description,quantity,unit_size,total_units,unit_price,discount,line_total,vat_rate,invoice_total_ex_vat,invoice_vat_total,invoice_total_inc_vat,currency,canonical_product_name,product_id
"00000056-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","3","1","3","12.88","","38.64","9","185.36","16.68","209.24","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000056-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","185.36","16.68","209.24","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000056-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","11","3.6","7.2","9","185.36","16.68","209.24","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000056-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","185.36","16.68","209.24","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000056-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","185.36","16.68","209.24","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000057-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","4","1","4","12.88","","51.52","9","379.82","35.86","415.68","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000057-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","379.82","35.86","415.68","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000057-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","9","1","9","13.48","","121.32","9","379.82","35.86","415.68","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000057-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","379.82","35.86","415.68","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000057-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","9","1","9","18.58","","167.22","9","379.82","35.86","415.68","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000058-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","204.54","20.09","224.63","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000058-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","3","1","3","18.58","","55.74","9","204.54","20.09","224.63","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000058-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","204.54","20.09","224.63","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","107.84","9","485.79","52","537.79","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","3","1","3","18.58","","55.74","9","485.79","52","537.79","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","485.79","52","537.79","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","485.79","52","537.79","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9758","LEVO TOM ATEN KETCHUP 10 KG","1","1","1","24.19","","24.19","9","485.79","52","537.79","EUR","levo_tom_aten_ketchup_10_kg","levo_tom_aten_ketchup_10_kg"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","155197","HANDSCHOENEN { XL} ZWAART","10","1","10","5.5","","55","21","485.79","52","537.79","EUR","handschoenen_xl_zwaart","handschoenen_xl_zwaart"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","485.79","52","537.79","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","++","11-3-2026","1","1","1","0","","0","9","485.79","52","537.79","EUR","11_3_2026","11_3_2026"
"00000059-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","7","1","7","18.58","","130.06","9","485.79","52","537.79","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","5","1","5","18.58","","92.9","9","394.06","35.47","440.33","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","394.06","35.47","440.33","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","3","1","3","11","3.6","10.8","9","394.06","35.47","440.33","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","394.06","35.47","440.33","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","3","1","3","12.88","","38.64","9","394.06","35.47","440.33","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","4","1","4","18.7","","74.8","9","394.06","35.47","440.33","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000060-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","394.06","35.47","440.33","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","5449","M INUTE M AID ORANGE 24 X 0.20","2","1","2","17.87","10","35.74","9","231.85","20.87","239.92","EUR","m_inute_m_aid_orange_24_x_0_20","m_inute_m_aid_orange_24_x_0_20"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","1","1","1","17.23","5","17.23","9","231.85","20.87","239.92","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","6","1","6","18.58","","111.48","9","231.85","20.87","239.92","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","231.85","20.87","239.92","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -4","Embalage 0.20 x 24 {0.20 x 28}","1","1","-4","0","-20","0","","231.85","20.87","239.92","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000061-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -2","Embalage 0.30 x 24{0.50 x 18}","1","1","-2","0","-7.8","0","","231.85","20.87","239.92","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","5","1","5","18.58","","92.9","9","394.06","35.47","440.33","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","394.06","35.47","440.33","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","3","1","3","11","3.6","10.8","9","394.06","35.47","440.33","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","394.06","35.47","440.33","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","3","1","3","12.88","","38.64","9","394.06","35.47","440.33","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","4","1","4","18.7","","74.8","9","394.06","35.47","440.33","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000062-Factuur 87184.pdf","87184","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","394.06","35.47","440.33","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","5449","M INUTE M AID ORANGE 24 X 0.20","2","1","2","17.87","5","35.74","9","231.85","20.87","239.92","EUR","m_inute_m_aid_orange_24_x_0_20","m_inute_m_aid_orange_24_x_0_20"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","1","1","1","17.23","5","17.23","9","231.85","20.87","239.92","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","6","1","6","18.58","","111.48","9","231.85","20.87","239.92","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","231.85","20.87","239.92","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -4","Embalage 0.20 x 24 {0.20 x 28}","1","1","-4","0","5","0","","231.85","20.87","239.92","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000063-Factuur 87185.pdf","87185","2026-03-17","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -2","Embalage 0.30 x 24{0.50 x 18}","1","1","-2","0","3.9","0","","231.85","20.87","239.92","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","4","1","4","18.58","","74.32","9","455.14","52.17","507.01","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","107.84","9","455.14","52.17","507.01","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","11","3.6","7.2","9","455.14","52.17","507.01","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9512","SERVETTEN 500 ST 33 CM","10","1","10","3","","30","21","455.14","52.17","507.01","EUR","servetten_500_st_33_cm","servetten_500_st_33_cm"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","455.14","52.17","507.01","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","155197","HANDSCHOENEN { L} ZWAART","10","1","10","5.5","","55","21","455.14","52.17","507.01","EUR","handschoenen_l_zwaart","handschoenen_l_zwaart"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1134","LIPTON ICE TEA PEACH 24 X 0.33","2","1","2","16.5","","33","9","455.14","52.17","507.01","EUR","lipton_ice_tea_peach_24_x_0_33","lipton_ice_tea_peach_24_x_0_33"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","++","++","1","1","1","0","","0","9","455.14","52.17","507.01","EUR","",""
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","++","++","1","1","1","0","","0","9","455.14","52.17","507.01","EUR","",""
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","11-3-2026","11-3-2026","1","1","1","0","","0","9","455.14","52.17","507.01","EUR","11_3_2026","11_3_2026"
"00000064-Factuur 87133.pdf","87133","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","6","1","6","18.58","","111.48","9","455.14","52.17","507.01","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000065-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","3","1","3","12.88","","38.64","9","185.36","16.68","209.24","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000065-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","185.36","16.68","209.24","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000065-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","11","3.6","22","9","185.36","16.68","209.24","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000065-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","185.36","16.68","209.24","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000065-Factuur 87154.pdf","87154","2026-03-13","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","185.36","16.68","209.24","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000066-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","4","1","4","12.88","","51.52","9","379.82","35.86","415.68","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000066-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","379.82","35.86","415.68","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000066-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","9","1","9","13.48","","121.32","9","379.82","35.86","415.68","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000066-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","379.82","35.86","415.68","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000066-Factuur 87172.pdf","87172","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","9","1","9","18.58","","167.22","9","379.82","35.86","415.68","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000067-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","204.54","20.09","224.63","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000067-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","3","1","3","18.58","","55.74","9","204.54","20.09","224.63","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000067-Factuur 87171.pdf","87171","2026-03-14","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","204.54","20.09","224.63","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000068-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","107.84","9","485.79","52","537.79","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000068-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","3","1","3","18.58","","55.74","9","485.79","52","537.79","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000068-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","485.79","52","537.79","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000068-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","485.79","52","537.79","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000068-Factuur 87132.pdf","87132","2026-03-09","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9758","LEVO TOM ATEN KETCHUP 10 KG","1","1","1","24.19","","24.19","9","485.79","52","537.79","EUR","levo_tom_aten_ketchup_10_kg","levo_tom_aten_ketchup_10_kg"
